Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
TDGS-EN054 C.png,The Duelist Genesis,TDGS-EN054,Common,Sword of Kusanagi,,Spell,,,,,48716139,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous-like', 'Trigger-like']",,Equip,,,,,,,
PHSW-EN095 R.png,Photon Shockwave,PHSW-EN095,Rare,Gishki Beast,,Monster,WATER,Beast / Effect,4.0,1500 / 1300,36227804,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
EXVC-EN011 C.png,Extreme Victory,EXVC-EN011,Common,Morphtronic Staplen,,Monster,EARTH,Machine / Effect,4.0,1400 / 1000,02250266,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Continuous', 'Trigger']",,,,,,,,,
GFP2-EN110 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN110,Ultra Rare,Wandering King Wildwind,,Monster,DARK,Fiend / Effect,4.0,1700 / 1300,52589809,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Ignition']",,,,,,,,,
PTDN-EN052 C.png,Phantom Darkness,PTDN-EN052,Common,Cybernetic Zone,,Spell,,,,,47295267,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Lingering']",,Quick-Play,,,,,,,
GENF-EN008 R.png,Generation Force,GENF-EN008,Rare,Jawsman,,Monster,WATER,Beast-Warrior / Effect,6.0,2600 / 1600,50532786,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Continuous']",,,,,,,,,
RGBT-EN059 C.png,Raging Battle,RGBT-EN059,Common,Natural Tune,,Spell,,,,,62896588,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
STBL-EN045 UR.png,Starstrike Blast,STBL-EN045,Ultra Rare,Tuning,,Spell,,,,,96363153,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
IOC-041 C.png,Invasion of Chaos,IOC-041,Common,Recycle,,Spell,,,,,96316857,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Continuous,,,,,,,
ANPR-EN087 R.png,Ancient Prophecy,ANPR-EN087,Rare,Pseudo Space,,Spell,,,,,77584012,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition-like'],,Field,,,,,,,
IGAS-EN029 C.png,Ignition Assault,IGAS-EN029,Common,Daruma Dropper,,Monster,EARTH,Warrior / Effect,4.0,700 / 1800,35394356,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Continuous', 'Condition']",,,,,,,,,
JOTL-EN033 R.png,Judgment of the Light,JOTL-EN033,Rare,Traptrix Myrmeleo,,Monster,EARTH,Insect / Effect,4.0,1600 / 1200,91812341,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Trigger']",,,,,,,,,
DOCS-EN098 SR.png,Dimension of Chaos,DOCS-EN098,Super Rare,D/D/D Rebel King Leonidas,,Monster,DARK,Fiend / Pendulum / Effect,7.0,2600 / 1200,92536468,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Trigger-like', 'Monster Effect', 'Trigger', 'Continuous']",,,,3.0,,,,,
DANE-EN011 C.png,Dark Neostorm,DANE-EN011,Common,Assault Sentinel,,Monster,EARTH,Beast-Warrior / Effect,4.0,1600 / 800,00039015,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition']",,,,,,,,,
BACH-EN083 C.png,Battle of Chaos,BACH-EN083,Common,Rock Scales,,Monster,WATER,Fish / Effect,5.0,2100 / 1600,57946551,['Unlimited (TCG)'],"['Trigger', 'Trigger', 'Condition']",,,,,,,,,
SHSP-EN015 C.png,Shadow Specters,SHSP-EN015,Common,Baby Raccoon Tantan,Baby Raccoon Tantann,Monster,EARTH,Beast / Flip / Effect,2.0,0 / 800,28118128,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
SHSP-EN021 C.png,Shadow Specters,SHSP-EN021,Common,Ghostrick Stein,,Monster,DARK,Zombie / Effect,3.0,1600 / 0,16279989,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Trigger', 'Condition']",,,,,,,,,
EEN-EN053 C.png,Elemental Energy,EEN-EN053,Common,Simultaneous Loss,,Trap,,,,,92219931,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
LVAL-EN099 C.png,Legacy of the Valiant,LVAL-EN099,Common,Starship Spy Plane,,Monster,WIND,Machine / Effect,4.0,1100 / 500,15458892,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger']",,,,,,,,,
CHIM-EN082 C.png,Chaos Impact,CHIM-EN082,Common,Desert Locusts,,Monster,EARTH,Insect / Synchro / Tuner / Effect,6.0,1500 / 2400,63410069,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Quick']",,,,,,,,,
SHSP-EN091 C.png,Shadow Specters,SHSP-EN091,Common,Mira the Star-Bearer,,Monster,LIGHT,Warrior / Xyz / Effect,,1100 / 1000,60181553,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous']",,,,,1.0,,,,
SOVR-EN057 SR.png,Stardust Overdrive,SOVR-EN057,Super Rare,Preparation of Rites,,Spell,,,,,96729612,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
CROS-EN080 SP.png,Crossed Souls,CROS-EN080,Short Print,Diceversity,,Trap,,,,,96015976,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick-like'],,Continuous,,,,,,,
LOD-091 R.png,Legacy of Darkness,LOD-091,Rare,Royal Oppression,,Trap,,,,,93016201,"['Forbidden (OCG)', 'Forbidden (TCG Advanced)', 'Limited (TCG Traditional)']",['Quick-like'],,Continuous,,,,,,,
LOB-026 C.png,Legend of Blue Eyes White Dragon,LOB-026,Common,Hinotama Soul,,Monster,FIRE,Pyro,2.0,600 / 500,96851799,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
GENF-EN053 C.png,Generation Force,GENF-EN053,Common,Legendary Wind-Up Key,,Spell,,,,,69320362,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
PTDN-EN078 R.png,Phantom Darkness,PTDN-EN078,Rare,Cry Havoc!,,Trap,,,,,39712330,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick-like'],,Continuous,,,,,,,
TDIL-EN074 R.png,The Dark Illusion,TDIL-EN074,Rare,Triamid Pulse,,Trap,,,,,96100333,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick-like'],,Continuous,,,,,,,
DIFO-EN014 C.png,Dimension Force,DIFO-EN014,Common,Alghoul Mazera,,Monster,EARTH,Zombie / Effect,8.0,2800 / 2300,45154513,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger', 'Condition']",,,,,,,,,
GFP2-EN162 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN162,Ultra Rare,The Sanctum of Parshath,,Spell,,,,,15449853,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous-like', 'Continuous-like', 'Ignition-like']",,Continuous,,,,,,,
CROS-EN073 R.png,Crossed Souls,CROS-EN073,Rare,Void Purification,,Trap,,,,,61965407,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Condition', 'Trigger-like', 'Trigger-like']",,Continuous,,,,,,,
DCR-012 UR.png,Dark Crisis,DCR-012,Ultra Rare,Reflect Bounder,,Monster,LIGHT,Machine / Effect,4.0,1700 / 1000,02851070,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
PSV-042 C.png,Pharaoh's Servant,PSV-042,Common,Twin-Headed Fire Dragon,,Monster,FIRE,Pyro,6.0,2200 / 1700,78984772,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
GENF-EN013 C.png,Generation Force,GENF-EN013,Common,Wind-Up Soldier,,Monster,EARTH,Warrior / Effect,4.0,1800 / 1200,12299841,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
REDU-EN002 C.png,Return of the Duelist,REDU-EN002,Common,Damage Mage,,Monster,DARK,Spellcaster / Effect,3.0,600 / 1200,50613779,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
IGAS-EN044 SR.png,Ignition Assault,IGAS-EN044,Super Rare,Light Dragon @Ignister,,Monster,LIGHT,Cyberse / Xyz / Effect,,2300 / 1500,61399402,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Ignition', 'Trigger']",,,,,4.0,,,,
BOSH-EN028 C.png,Breakers of Shadow,BOSH-EN028,Common,Dinomist Ceratops,,Monster,WATER,Machine / Pendulum / Effect,5.0,2100 / 400,37752990,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Continuous-like', 'Monster Effect', 'Unclassified']",,,,3.0,,,,,
BODE-EN030 ScR.png,Burst of Destiny,BODE-EN030,Secret Rare,Lord of the Heavenly Prison,,Monster,DARK,Rock / Effect,10.0,3000 / 3000,09822220,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition']",,,,,,,,,
LVAL-EN082 C.png,Legacy of the Valiant,LVAL-EN082,Common,Ghostrick Yeti,,Monster,DARK,Zombie / Effect,3.0,300 / 2000,84472026,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Trigger']",,,,,,,,,
LON-041 C.png,Labyrinth of Nightmare,LON-041,Common,Cure Mermaid,,Monster,WATER,Fish / Effect,4.0,1500 / 800,85802526,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
RATE-EN093 C.png,Raging Tempest,RATE-EN093,Common,Rocket Hand,,Trap,,,,,13317419,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like', 'Condition']",,Normal,,,,,,,
ANPR-EN024 SP.png,Ancient Prophecy,ANPR-EN024,Short Print,"Shiny Black ""C""",,Monster,EARTH,Insect / Effect,1.0,200 / 500,94081496,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
COTD-EN064 C.png,Code of the Duelist,COTD-EN064,Common,Boogie Trap,,Spell,,,,,96704974,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Condition']",,Normal,,,,,,,
MRL-093 C.png,Spell Ruler,MRL-093,Common,Sonic Bird,,Monster,WIND,Winged Beast / Effect,4.0,1400 / 1000,57617178,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
LVAL-EN009 C.png,Legacy of the Valiant,LVAL-EN009,Common,Chronomaly Winged Sphinx,,Monster,EARTH,Rock / Effect,5.0,1600 / 1900,65591858,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
MRD-113 R.png,Metal Raiders,MRD-113,Rare,Dark Elf,,Monster,DARK,Spellcaster / Effect,4.0,2000 / 800,21417692,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
CIBR-EN041 SP.png,Circuit Break,CIBR-EN041,Short Print,Muscle Medic,,Monster,WATER,Warrior / Effect,4.0,2200 / 100,04848423,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
GENF-EN043 UR.png,Generation Force,GENF-EN043,Ultra Rare,Leviair the Sea Dragon,,Monster,WIND,Aqua / Xyz / Effect,,1800 / 1600,95992081,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,3.0,,,,
LIOV-EN060 C.png,Lightning Overdrive,LIOV-EN060,Common,A.I. Meet You,,Spell,,,,,06552971,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
LODT-EN099 ScR.png,Light of Destruction,LODT-EN099,Secret Rare,Fossil Dyna Pachycephalo,,Monster,EARTH,Rock / Effect,4.0,1200 / 1300,42009836,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous']",,,,,,,,,
CBLZ-EN018 C.png,Cosmo Blazer,CBLZ-EN018,Common,Garbage Ogre,,Monster,DARK,Fiend / Effect,3.0,800 / 1300,18698739,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
CHIM-EN079 C.png,Chaos Impact,CHIM-EN079,Common,Soul Levy,,Trap,,,,,87844926,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous-like']",,Continuous,,,,,,,
EXVC-EN023 C.png,Extreme Victory,EXVC-EN023,Common,Esper Girl,,Monster,EARTH,Psychic / Tuner,2.0,500 / 300,99070951,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
TSHD-EN060 C.png,The Shining Darkness,TSHD-EN060,Common,Silent Graveyard,Forbidden Graveyard,Spell,,,,,53778229,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Quick-Play,,,,,,,
MFC-016 C.png,Magician's Force,MFC-016,Common,Burning Beast,,Monster,FIRE,Pyro / Union,4.0,1500 / 1000,59364406,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition-like', 'Trigger-like', 'Condition', 'Continuous-like']",,,,,,,,,
EEN-EN003 C.png,Elemental Energy,EEN-EN003,Common,Blade Skater,,Monster,EARTH,Warrior / Normal,4.0,1400 / 1500,97023549,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
LON-021 R.png,Labyrinth of Nightmare,LON-021,Rare,Return of the Doomed,,Spell,,,,,19827717,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
ANPR-EN022 C.png,Ancient Prophecy,ANPR-EN022,Common,Koa'ki Meiru Hydro Barrier,,Monster,WATER,Aqua / Effect,3.0,1000 / 1900,31692182,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
CSOC-EN067 R.png,Crossroads of Chaos,CSOC-EN067,Rare,Prideful Roar,,Trap,,,,,66518841,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Activation requirement', 'Cost', 'Effect']",,Normal,,,,,,,
MAGO-EN012 PGR.png,Maximum Gold,MAGO-EN012,Premium Gold Rare,Ghost Belle & Haunted Mansion,,Monster,EARTH,Zombie / Tuner / Effect,3.0,0 / 1800,73642296,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Condition']",,,,,,,,,
DAMA-EN092 SR.png,Dawn of Majesty,DAMA-EN092,Super Rare,Link Apple,,Monster,FIRE,Cyberse / Effect,1.0,0 / 0,07925734,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
TDGS-EN041 UR.png,The Duelist Genesis,TDGS-EN041,Ultra Rare,Red Dragon Archfiend,,Monster,DARK,Dragon / Synchro / Effect,8.0,3000 / 2000,70902743,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
PHRA-EN095 C.png,Phantom Rage,PHRA-EN095,Common,Myutant Clash,,Trap,,,,,05466615,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Condition', 'Condition']",,Continuous,,,,,,,
POTD-EN044 R.png,Power of the Duelist,POTD-EN044,Rare,Future Fusion,,Spell,,,,,77565204,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Trigger-like', 'Trigger-like', 'Continuous-like', 'Continuous-like']",,Continuous,,,,,,,
FLOD-EN034 SP.png,Flames of Destruction,FLOD-EN034,Short Print,Red Hared Hasty Horse,,Monster,WIND,Beast / Effect,5.0,2000 / 1800,19636995,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Trigger', 'Ignition']",,,,,,,,,
ABPF-EN072 R.png,Absolute Powerforce,ABPF-EN072,Rare,Core Blast,,Trap,,,,,18517177,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick-like'],,Continuous,,,,,,,
IOC-039 SR.png,Invasion of Chaos,IOC-039,Super Rare,D.D. Designator,D. D. Designator,Spell,,,,,33423043,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
BODE-EN035 C.png,Burst of Destiny,BODE-EN035,Common,Outstanding Dog Mary,,Monster,LIGHT,Beast / Effect,1.0,100 / 100,71583486,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
MRD-117 R.png,Metal Raiders,MRD-117,Rare,Little Chimera,,Monster,FIRE,Beast / Effect,2.0,600 / 550,68658728,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous']",,,,,,,,,
LIOV-EN063 C.png,Lightning Overdrive,LIOV-EN063,Common,Birth of the Prominence Flame,,Spell,,,,,05439384,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
LTGY-EN092 R.png,Lord of the Tachyon Galaxy,LTGY-EN092,Rare,Number 69: Heraldry Crest,,Monster,LIGHT,Psychic / Xyz / Effect,,2600 / 1400,02407234,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,4.0,,,,
CDIP-EN021 C.png,Cyberdark Impact,CDIP-EN021,Common,Barrier Statue of the Stormwinds,,Monster,WIND,Winged Beast / Effect,4.0,1000 / 1000,73356503,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
LODT-EN012 C.png,Light of Destruction,LODT-EN012,Common,Arcana Force VI - The Lovers,,Monster,LIGHT,Fairy / Effect,4.0,1600 / 1600,97574404,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous', 'Continuous']",,,,,,,,,
BLVO-EN033 C.png,Blazing Vortex,BLVO-EN033,Common,Amanokujaki,,Monster,LIGHT,Fiend / Tuner / Effect,3.0,1000 / 1000,43739056,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Quick']",,,,,,,,,
CDIP-EN056 SR.png,Cyberdark Impact,CDIP-EN056,Super Rare,Trojan Blast,,Trap,,,,,63323539,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
LTGY-EN073 C.png,Lord of the Tachyon Galaxy,LTGY-EN073,Common,Aerial Recharge,,Trap,,,,,70875955,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick-like', 'Maintenance cost']",,Continuous,,,,,,,
MACR-EN035 SP.png,Maximum Crisis ,MACR-EN035,Short Print,Fire Cracker,,Monster,FIRE,Fiend / Effect,4.0,1700 / 200,81109178,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Condition', 'Continuous', 'Trigger']",,,,,,,,,
GAOV-EN037 R.png,Galactic Overlord,GAOV-EN037,Rare,Absorbing Jar,,Monster,EARTH,Rock / Flip / Effect,3.0,600 / 500,03900605,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Flip'],,,,,,,,,
JOTL-EN069 SP.png,Judgment of the Light,JOTL-EN069,Short Print,Single Purchase,,Spell,,,,,68661341,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Normal,,,,,,,
LOB-093 C.png,Legend of Blue Eyes White Dragon,LOB-093,Common,Electro-Whip,,Spell,,,,,37820550,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Equip,,,,,,,
FLOD-EN067 C.png,Flames of Destruction,FLOD-EN067,Common,Limit Code,,Trap,,,,,86607583,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Continuous-like', 'Trigger-like', 'Condition']",,Normal,,,,,,,
BLVO-EN076 C.png,Blazing Vortex,BLVO-EN076,Common,Dual Avatar Ascendance,,Trap,,,,,44644529,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like', 'Condition']",,Normal,,,,,,,
CDIP-EN042 C.png,Cyberdark Impact,CDIP-EN042,Common,Linear Accelerator Cannon,,Spell,,,,,64238008,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Condition']",,Normal,,,,,,,
IGAS-EN007 C.png,Ignition Assault,IGAS-EN007,Common,Donyoribo @Ignister,,Monster,DARK,Cyberse / Effect,1.0,300 / 0,14146794,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Quick', 'Condition']",,,,,,,,,
EOJ-EN038 C.png,Enemy of Justice,EOJ-EN038,Common,H - Heated Heart,,Spell,,,,,74825788,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
BODE-EN087 UR.png,Burst of Destiny,BODE-EN087,Ultra Rare,Heavy Beetrooper Mighty Neptune,,Monster,EARTH,Insect / Effect,8.0,3000 / 3000,14357527,"['Not yet released (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Trigger', 'Condition', 'Trigger']",,,,,,,,,
PSV-071 R.png,Pharaoh's Servant,PSV-071,Rare,Magic Drain,,Trap,,,,,59344077,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Activation requirement', 'Effect']",,Counter,,,,,,,
DCR-018 SR.png,Dark Crisis,DCR-018,Super Rare,Mirage Knight,,Monster,LIGHT,Warrior / Effect,8.0,2800 / 2000,49217579,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Continuous', 'Trigger']",,,,,,,,,
LOB-086 R.png,Legend of Blue Eyes White Dragon,LOB-086,Rare,Dragoness the Wicked Knight,,Monster,WIND,Warrior / Fusion,3.0,1200 / 900,70681994,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
ORCS-EN034 R.png,Order of Chaos,ORCS-EN034,Rare,Dark Blade the Captain of the Evil World,,Monster,DARK,Warrior / Effect,4.0,1800 / 1500,57784563,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous']",,,,,,,,,
SOVR-EN050 C.png,Stardust Overdrive,SOVR-EN050,Common,Reptilianne Spawn,,Spell,,,,,21179143,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
LED8-EN010 C.png,Legendary Duelists: Synchro Storm,LED8-EN010,Common,Speedroid Double Yoyo,,Monster,WIND,Machine / Effect,4.0,1400 / 1400,53054833,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
DIFO-EN030 C.png,Dimension Force,DIFO-EN030,Common,Supreme Sea Mare,,Monster,WATER,Aqua / Effect,4.0,1500 / 1600,31259606,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
SHSP-EN055 ScR.png,Shadow Specters,SHSP-EN055,Secret Rare,Meliae of the Trees,,Monster,EARTH,Plant / Xyz / Effect,,1700 / 900,64245689,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,3.0,,,,
PHSW-EN035 SP.png,Photon Shockwave,PHSW-EN035,Short Print,Goblin Pothole Squad,,Monster,EARTH,Warrior / Effect,4.0,1500 / 400,12755462,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous']",,,,,,,,,
RIRA-EN090 SR.png,Rising Rampage,RIRA-EN090,Super Rare,Dream Mirror of Terror,,Spell,,,,,01050355,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger-like', 'Condition', 'Continuous-like']",,Field,,,,,,,
STON-EN049 C.png,Strike of Neos,STON-EN049,Common,Change of Hero - Reflector Ray,,Trap,,,,,74095602,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
INOV-EN090 R.png,Invasion: Vengeance,INOV-EN090,Rare,Saber Reflection,,Spell,,,,,35037880,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Quick-Play,,,,,,,
SOD-EN023 C.png,Soul of the Duelist,SOD-EN023,Common,Element Dragon,,Monster,LIGHT,Dragon / Effect,4.0,1500 / 1200,30314994,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous', 'Trigger']",,,,,,,,,
CBLZ-EN011 C.png,Cosmo Blazer,CBLZ-EN011,Common,Xyz Remora,,Monster,WATER,Fish / Effect,4.0,800 / 800,43138260,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger']",,,,,,,,,
CYHO-EN096 R.png,Cybernetic Horizon,CYHO-EN096,Rare,White Stingray,,Monster,WATER,Fish / Effect,4.0,1400 / 1000,49930315,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Trigger', 'Condition']",,,,,,,,,
GAOV-EN000 SR.png,Galactic Overlord,GAOV-EN000,Super Rare,Noble Knight Artorigus,,Monster,LIGHT,Warrior,4.0,1800 / 1800,92125819,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
LOB-106 R.png,Legend of Blue Eyes White Dragon,LOB-106,Rare,Armed Ninja,,Monster,EARTH,Warrior / Effect,1.0,300 / 300,09076207,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
SOFU-EN060 UR.png,Soul Fusion,SOFU-EN060,Ultra Rare,Thunder Dragon Fusion,,Spell,,,,,95238394,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Ignition-like', 'Condition']",,Normal,,,,,,,
CRMS-EN038 R.png,Crimson Crisis,CRMS-EN038,Rare,Alien Overlord,,Monster,DARK,Reptile / Effect,6.0,2200 / 1600,63253763,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Ignition', 'Continuous', 'Unclassified']",,,,,,,,,
DCR-020 UR.png,Dark Crisis,DCR-020,Ultra Rare,Exodia Necross,,Monster,DARK,Spellcaster / Effect,4.0,1800 / 0,12600382,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Continuous', 'Trigger', 'Continuous']",,,,,,,,,"""Contract with Exodia"""
LOD-089 SP.png,Legacy of Darkness,LOD-089,Short Print,Disappear,,Trap,,,,,24623598,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
ANPR-EN076 C.png,Ancient Prophecy,ANPR-EN076,Common,Aegis of the Ocean Dragon Lord,,Trap,,,,,07935043,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
EXFO-EN008 R.png,Extreme Force,EXFO-EN008,Rare,Metalrokket Dragon,,Monster,DARK,Dragon / Effect,4.0,1700 / 1400,32472237,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Trigger', 'Condition']",,,,,,,,,
IOC-023 C.png,Invasion of Chaos,IOC-023,Common,Chaos Sorcerer,,Monster,DARK,Spellcaster / Effect,6.0,2300 / 2000,09596126,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Ignition', 'Condition']",,,,,,,,,
